0,0
0.164314295,151.2553313
0.239406331,318.6594876
0.289759486,309.5457943
0.316277136,1028.72812
0.329607911,4646.224812
0.338609682,12246.40549
0.345436958,1385.441275
0.363116723,1925.227742
0.371926627,837.660339
0.390545742,3911.21344
0.395162548,12960.15158
0.404687956,4270.644714
0.417043406,3725.422008
0.425845315,2275.865101
0.430290239,3542.028916
0.441754306,2634.976596
0.451683435,12225.93965
0.460377419,5889.524449
0.465677751,5888.565113
0.48413298,1541.333397
0.499490353,16923.16917
0.507193022,5700.055562
0.515175499,7146.57457
0.52841034,6420.197224
0.548912153,14742.27834
0.555975265,14560.00448
0.583456248,18898.92195
0.589763883,24508.64002
0.608163151,17627.48178
0.625675033,10565.48868
0.656449737,4044.081496
0.712946641,2223.90106
0.755297334,0
0.854236868,0
1.000879391,0
